REEF_SITE,YEAR,MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,GENUS,BLEACH_STATUS,JUVENILES_NO,PRESENCE_ABSENCE,BLEACH_MONTH
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,11/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,POC,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,POC,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,1,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,FB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,H,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,2,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,POC,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
HS,2024,JUL,20/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,POC,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,POC,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,POC,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,1,A,H,2,Yes,bleach
ATL,2024,JUL,24/07/24,CREST,1,POC,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,FB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,2,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,POC,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,POC,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,POC,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,PB,0,No,bleach
ATL,2024,JUL,24/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,POC,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,POC,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,3,Yes,bleach
MH4,2024,JUL,25/07/24,CREST,2,POC,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,POC,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,POC,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,25/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,POC,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,POC,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,POC,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,POC,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,POC,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,1,POC,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,POC,H,1,Yes,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,POC,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,2,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,POC,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,2,Yes,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,PB,0,No,bleach
MH4,2024,JUL,31/07/24,CREST,3,A,H,0,No,bleach
