REEF_NAME,REEF_SITE,YEAR,MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,SUBSTRATE_COVER,GENUS,PERCENT_COVER,BLEACH_MONTH
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,PORITES,50,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,ACROPORA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,FAVITES,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,LOBOPHYLLIA,2,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,MONTIPORA,1,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,PACHYSERIS,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,PAVONA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,PLATYGYRA,1,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,2,LCC,PORITES,38,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,ACROPORA,2,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,FAVITES,2,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,GALAXEA,2,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,LOBOPHYLLIA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,MONTIPORA,1,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,PACHYSERIS,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,PAVONA,4,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,PLATYGYRA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,POCILLOPORA,1,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,3,LCC,PORITES,41,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,ACROPORA,2,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,FAVITES,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,LOBOPHYLLIA,2,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,MONTIPORA,1,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,PACHYSERIS,6,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,PAVONA,1,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,PLATYGYRA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,1,LCC,PORITES,40,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,ACROPORA,1,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,FAVITES,1,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,GONIASTREA,2,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,LOBOPHYLLIA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,MONTIPORA,2,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,PACHYSERIS,3,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,PAVONA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,PLATYGYRA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,2,LCC,PORITES,40,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,ACROPORA,2,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,FAVITES,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,LOBOPHYLLIA,4,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,MONTIPORA,3,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,PACHYSERIS,11,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,PAVONA,1,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,PLATYGYRA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,22/03/2024,CREST,3,LCC,PORITES,43,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,ACROPORA,4,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,FAVITES,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,LOBOPHYLLIA,3,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,MONTIPORA,4,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,PACHYSERIS,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,PAVONA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,PLATYGYRA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,1,LCC,PORITES,48,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,ACROPORA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,FAVITES,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,GONIASTREA,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,LOBOPHYLLIA,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,MONTIPORA,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,PACHYSERIS,3,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,PAVONA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,PLATYGYRA,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,2,LCC,PORITES,45,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,ACROPORA,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,FAVITES,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,GONIASTREA,1,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,LOBOPHYLLIA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,MONTIPORA,7,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,PACHYSERIS,7,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,PAVONA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,PLATYGYRA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,POCILLOPORA,0,pre-bleach
HS,HS,2024,MAR,29/03/2024,CREST,3,LCC,PORITES,44,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,ACROPORA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,FAVITES,2,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,GALAXEA,1,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,GONIASTREA,2,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,LOBOPHYLLIA,1,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,MONTIPORA,3,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,PACHYSERIS,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,PAVONA,1,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,POCILLOPORA,6,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,1,LCC,PORITES,9,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,ACROPORA,1,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,GONIASTREA,2,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,LOBOPHYLLIA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,PACHYSERIS,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,PAVONA,4,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,POCILLOPORA,3,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,2,LCC,PORITES,13,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,ACROPORA,1,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,FAVITES,2,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,GONIASTREA,2,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,LOBOPHYLLIA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,PACHYSERIS,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,PAVONA,2,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,POCILLOPORA,4,pre-bleach
MH,MH4,2024,MAR,06/03/2024,FLAT,3,LCC,PORITES,9,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,ACROPORA,2,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,FAVITES,1,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,GALAXEA,7,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,GONIASTREA,2,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,LOBOPHYLLIA,8,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,PACHYSERIS,1,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,PAVONA,7,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,PLATYGYRA,1,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,POCILLOPORA,2,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,1,LCC,PORITES,28,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,ACROPORA,3,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,FAVITES,1,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,LOBOPHYLLIA,3,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,PACHYSERIS,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,PAVONA,10,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,PLATYGYRA,5,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,POCILLOPORA,5,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,2,LCC,PORITES,17,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,ACROPORA,3,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,GONIASTREA,2,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,LOBOPHYLLIA,1,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,MONTIPORA,1,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,PACHYSERIS,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,PAVONA,3,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,POCILLOPORA,5,pre-bleach
MH,MH4,2024,MAR,16/03/2024,FLAT,3,LCC,PORITES,21,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,ACROPORA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,FAVITES,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,GALAXEA,7,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,LOBOPHYLLIA,6,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,PACHYSERIS,17,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,PAVONA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,1,LCC,PORITES,22,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,ACROPORA,2,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,GALAXEA,2,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,GONIASTREA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,LOBOPHYLLIA,7,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,MONTIPORA,4,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,PACHYSERIS,21,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,PAVONA,2,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,POCILLOPORA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,2,LCC,PORITES,21,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,ACROPORA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,FAVITES,2,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,GONIASTREA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,LOBOPHYLLIA,7,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,MONTIPORA,6,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,PACHYSERIS,9,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,PAVONA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,POCILLOPORA,1,pre-bleach
MH,MH4,2024,MAR,20/03/2024,CREST,3,LCC,PORITES,22,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,ACROPORA,3,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,GONIASTREA,1,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,LOBOPHYLLIA,9,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,PACHYSERIS,11,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,PAVONA,2,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,1,LCC,PORITES,34,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,ACROPORA,5,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,FAVITES,1,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,GONIASTREA,3,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,LOBOPHYLLIA,5,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,MONTIPORA,1,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,PACHYSERIS,23,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,PAVONA,1,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,2,LCC,PORITES,11,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,ACROPORA,2,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,GALAXEA,12,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,GONIASTREA,1,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,LOBOPHYLLIA,5,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,MONTIPORA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,PACHYSERIS,22,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,PAVONA,1,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,MAR,24/03/2024,CREST,3,LCC,PORITES,26,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,ACROPORA,1,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,FAVITES,2,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,GONIASTREA,1,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,LOBOPHYLLIA,2,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,MONTIPORA,10,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,PACHYSERIS,10,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,PAVONA,1,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,1,LCC,PORITES,44,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,ACROPORA,4,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,FAVITES,1,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,GONIASTREA,2,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,LOBOPHYLLIA,6,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,MONTIPORA,9,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,PACHYSERIS,5,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,PAVONA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,2,LCC,PORITES,28,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,ACROPORA,5,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,LOBOPHYLLIA,1,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,MONTIPORA,4,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,PACHYSERIS,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,PAVONA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,POCILLOPORA,1,pre-bleach
MH,MH4,2024,MAR,30/03/2024,CREST,3,LCC,PORITES,34,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,ACROPORA,1,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,FAVITES,1,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,GALAXEA,1,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,GONIASTREA,1,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,LOBOPHYLLIA,3,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,MONTIPORA,21,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,PAVONA,3,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,PLATYGYRA,0,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,POCILLOPORA,0,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,1,LCC,PORITES,5,pre-bleach
ATL,ATL,2024,APR,06/04/2024,CREST,2,LCC,ACROPORA,4,pre-bleach
